F990_TOTAL_ASSETS_RECENT,CENSUS_STATE_ABBR,CENSUS_COUNTY_NAME,ORG_NAME_CURRENT,Total_Assets
322.273,AR,Johnson County,PINECREST CAMP AND CONFERENCE CENTER,0.322273
233.132,MS,Warren County,JUNIOR AUXILIARY OF VICKSBURG MS INC,0.233132
272.134,MS,Bolivar County,JUNIOR AUXILIARY OF CLEVELAND MISSISSIPPI INC,0.272134
8156.537,MS,Sunflower County,INDIANOLA EDUCATIONAL FOUNDATION INC,8.156537
7851.334,MS,Jackson County,HOME OF GRACE CORPORATION,7.851334
2189.3,MS,Jones County,FIRST BAPTIST CHURCH FOUNDATION OF LAUREL INC,2.1893
148.214,MS,Leflore County,JUNIOR AUXILIARY OF GREENWOOD INC,0.148214
508.156,MS,Jones County,LAUREL LITTLE THEATRE INC,0.508156
1606.459,FL,Polk County,FLORIDA FLYWHEELERS ANTIQUE ENGINE CLUB INC,1.606459
690.795,FL,Sarasota County,FC SARASOTA INC,0.690795
1.917,FL,Miami-Dade County,HISPANIC COALITION CORP,0.001917
0,VA,Alexandria city,VOLUNTEERS OF AMERICA INC,0
5297.855,FL,Broward County,POVERELLO CENTER INC,5.297855
164.478,FL,Palm Beach County,WEST BOCA YOUTH BASEBALL INC,0.164478
812.283,FL,Okeechobee County,MARTHAS HOUSE INC,0.812283
1836.518,FL,Broward County,BROWARD C H A I CENTER INC,1.836518
4670.791,FL,Sarasota County,RESURRECTION HOUSE INC,4.670791
536.244,FL,Lee County,BOCA GRANDE ART CENTER INC,0.536244
569.51,FL,Lee County,LMHC PROPERTIES INC,0.56951
1527.942,FL,Miami-Dade County,HOUSING OPPORTUNITIES PROJECT FOR EXCELLENCE INC,1.527942
389.296,FL,Broward County,CAMP FIESTA INC,0.389296
1336.404,FL,Charlotte County,CHARLOTTE COUNTY FAIR ASSOCIATION INC,1.336404
526.679,FL,Miami-Dade County,FOSTER CARE REVIEW INC,0.526679
42.445,FL,Broward County,PTA FLORIDA CONGRESS,0.042445
7012.997,FL,Manatee County,SOUTHEASTERN GUIDE DOGS INC ENDOWMENT TRUST,7.012997
698.997,FL,St. Lucie County,CRISIS PREGNANCY CENTER OF THE TREASORE COAST INC,0.698997
547.127,FL,Brevard County,SUNSHINE STATE ATHLETIC CONFERENCE INC,0.547127
27188.877,FL,Broward County,BONNET HOUSE INC,27.188877
205.464,FL,Palm Beach County,FARMWORKER CHILDRENS CENTER INC,0.205464
5052.604,FL,Palm Beach County,THE PALM BEACH COUNTY LITERACY COALITION INC,5.052604
516.181,FL,Collier County,LITERACY VOLUNTEERS OF COLLIER COUNTY INC,0.516181
97.634,FL,Miami-Dade County,FLORIDA CENTER FOR PEACE INC,0.097634
626.168,FL,Sarasota County,LAUREL CIVIC ASSOCIATION INC,0.626168
22.074,FL,Broward County,CORAL SPRINGS YOUTH SOCCER INC,0.022074
7910.605,FL,Miami-Dade County,SOUTH FLORIDA VETERANS AFFAIRS FOUNDATION FOR RESEARCH & EDUCATON,7.910605
378.292,FL,Sarasota County,VENICE AREA BEAUTIFICATION INC,0.378292
19293.21,FL,Indian River County,HABITAT FOR HUMANITY INTERNATIONAL INC,19.29321
7111.311,NC,Mecklenburg County,DEREK PRINCE MINISTRIES,7.111311
2170.453,FL,Palm Beach County,VILLA ASSUMPTA INC,2.170453
88.691,FL,Broward County,PTA FLORIDA CONGRESS,0.088691
93.56,FL,Palm Beach County,DEPARTMENT OF PUBLIC SAFTY SUPPORT GROUP INC,0.09356
2475.538,FL,St. Lucie County,ST ANASTASIA SCHOOL ENDOWMENT INC,2.475538
1200.061,FL,Lee County,PARTNERS FOR BREAST CANCER CARE INC,1.200061
6724.737,FL,Lee County,CENTER FOR THE ARTS OF BONITA SPRINGS INC,6.724737
26.01,FL,Miami-Dade County,FLORIDA S A F E INC,0.02601
3622.151,FL,Martin County,THE LIBRARY FOUNDATION OF MARTIN COUNTY INC,3.622151
242.388,FL,Palm Beach County,ACADEMIC GAMES LEAGUES OF AMERICA INC,0.242388
7243.529,FL,Broward County,BROWARD HEALTHY START COALITION INC,7.243529
14570.402,FL,Broward County,DAN MARINO FOUNDATION INC,14.570402
3048.933,FL,Collier County,FOUNDERS FUND INC,3.048933
456.828,FL,Monroe County,KEYS CHILDRENS FOUNDATION INC,0.456828
2168.94,FL,Miami-Dade County,MARIAN CENTER SCHOOL AND SERVICES,2.16894
756.301,FL,Broward County,ASAMBLEAS CRISTO LA UNICA ESPERANZA INC,0.756301
22472.37,FL,Miami-Dade County,FARM SHARE INC,22.47237
95.142,FL,St. Lucie County,FOOD ADDICTS ANONYMOUS INC,0.095142
2496.904,FL,Palm Beach County,VILLA FRANCISCAN INC,2.496904
1909.355,FL,Charlotte County,ST CHARLES HOUSING II INC,1.909355
132.26,FL,Broward County,PTA FLORIDA CONGRESS,0.13226
966.26,FL,Sarasota County,NEW GATE SCHOOL INC,0.96626
145.987,FL,Sarasota County,MAYORS FEED THE HUNGRY PROGRAM INC,0.145987
279.416,FL,Broward County,FLORIDA INITIATIVE FOR SUICIDE PREVENTION INC,0.279416
1663.26,FL,Manatee County,MANATEE MEMORIAL FOUNDATION INC,1.66326
66.531,FL,Pasco County,SENIORS VS CRIME INC,0.066531
11651.038,FL,Palm Beach County,SCHOOL OF THE ARTS FOUNDATION INC,11.651038
185699.204,FL,Lee County,FLORIDA GULF COAST UNIVERSITY FOUNDATION INC,185.699204
10292.606,FL,Sarasota County,FORTY CARROTS OF SARASOTA INC,10.292606
524.538,FL,Broward County,MOUNT BETHEL HUMAN SERVICES CORPORATION INC,0.524538
190.416,FL,Broward County,OPTIMIST CLUB OF WEST PEMBROKE PINES INC,0.190416
1334.041,FL,Indian River County,INDIAN RIVER SYMPHONIC ASSOCIATION INC,1.334041
7494.321,FL,Monroe County,HABITAT FOR HUMANITY OF KEY WEST AND LOWER FLORIDA KEYS,7.494321
499.289,FL,Miami-Dade County,TEAM FOOTWORKS EDUCATIONAL & FITNESS CORPORATION,0.499289
2918.012,FL,Lake County,FLORIDA REGION OF USA VOLLEYBALL INC,2.918012
1750.975,FL,Palm Beach County,PALM BEACH COUNTY PAL INC,1.750975
549.061,FL,Pinellas County,ABILITIES AT SIERRA APARTMENTS INC,0.549061
953.192,FL,St. Johns County,LIMELIGHT THEATRE INC,0.953192
1376.281,FL,Miami-Dade County,DEEDCO GARDENS INC,1.376281
189.629,FL,Miami-Dade County,FRIENDS OF PUBLIC EDUCATION INC,0.189629
12908.315,FL,Manatee County,HABITAT FOR HUMANITY INTERNATIONAL INC,12.908315
5019.57,FL,Broward County,CORAL RIDGE MINISTRIES MEDIA INC,5.01957
394.782,FL,Brevard County,FLORIDA TECHNOLOGY STUDENTS ASSOCIATION AND FOUNDATION INC,0.394782
0,FL,Miami-Dade County,BETHEL FAMILY ENRICHMENT CENTER,0
811.565,FL,Miami-Dade County,URGENT INC,0.811565
0,FL,Palm Beach County,PTA FLORIDA CONGRESS,0
4020.554,FL,Indian River County,CHILDCARE RESOURCES OF INDIAN RIVER INC,4.020554
7632.281,FL,Broward County,GILDAS CLUB OF SOUTH FLORIDA INC,7.632281
1063.865,FL,Broward County,SCHOTT MEMORIAL CENTER INC,1.063865
565.957,FL,Lee County,INTERNATIONAL ASSOC OF LIONS CLUBS,0.565957
707.962,FL,Broward County,GATEWAY COMMUNITY OUTREACH INC,0.707962
64.842,FL,Collier County,GENE AND MARY SARAZEN FOUNDATION,0.064842
665.678,FL,Lee County,BOCA GRANDE HISTORICAL SOCIETY INC,0.665678
3333.698,FL,Broward County,FIRST CALL FOR HELP OF BROWARD INC,3.333698
156.731,FL,Sarasota County,ASHTON PARENTS BOOSTER INC,0.156731
243.289,FL,Broward County,COORDINATING COUNCIL OF BROWARD INC,0.243289
679.775,FL,Miami-Dade County,FIFTY OVER FIFTY INC,0.679775
117.486,FL,Charlotte County,TARPON BOOSTER CLUB INC,0.117486
3402.669,FL,Palm Beach County,VILLA MADONNA INC,3.402669
22.147,FL,Collier County,NAPLES COMMUNITY ORCHESTRA INC,0.022147
2205.097,FL,Miami-Dade County,ALLAPATTAH COMMUNITY HOUSING INC,2.205097
9011.45,FL,Broward County,CENTRAL COUNTY COMMUNITY DEVELOPMENT CORPORATION INC,9.01145
185.89,FL,Hardee County,HARDEE COUNTY ECONOMIC DEVELOPMENT COUNCIL INC,0.18589
325.264,FL,Manatee County,CARE NET MANASOTA CRISIS PREGNANCY CENTER INC,0.325264
84.405,FL,Miami-Dade County,SOUTH FLORIDA HISPANIC CHAMBER OF COMMERCE FOUNDATION INC,0.084405
484.629,FL,Charlotte County,CHARLOTTE COUNTY HEALTHY START COALITION INC,0.484629
46.467,FL,Miami-Dade County,KEEP KIDS DRUG FREE FOUNDATION INC,0.046467
1448.166,FL,Manatee County,MANATEE SCHOOL OF ARTS AND SCIENCES INC,1.448166
991.608,FL,Sarasota County,ARTIST SERIES CONCERTS OF SARASOTA INC,0.991608
428.294,FL,Martin County,CARING CHILDREN CLOTHING CHILDREN INC,0.428294
779.098,FL,Monroe County,HUMANE ANIMAL CARE COALITION INC,0.779098
548.884,FL,Miami-Dade County,SOUTHERN SOCCER COALITION INC,0.548884
120.32,FL,Sarasota County,MSWORLD INC,0.12032
1617.487,GA,Clayton County,PROJECT REAL LIFE YOUTH OCCUPATIONAL TRAINING CORE,1.617487
112.663,FL,Palm Beach County,JONATHANS LANDING CARES INC,0.112663
63.386,FL,Broward County,WOLMERS ALUMNI ASSOCIATION INC,0.063386
29910.781,FL,Manatee County,RENAISSANCE ARTS AND EDUCATION INC,29.910781
98.74,FL,Broward County,FORT LAUDERDALE CHILDRENS BALLET THEATRE INC,0.09874
7621.833,FL,Miami-Dade County,CORAL REEF MONTESSORI ACADEMY CHARTER SCHOOL INC,7.621833
3211.208,FL,Monroe County,MONTESSORI ISLAND CHARTER SCHOOL INC,3.211208
77.01,FL,Broward County,PTA FLORIDA CONGRESS,0.07701
140.472,FL,Miami-Dade County,MIAMI PREMIER SOCCER CLUB,0.140472
31.573,FL,Broward County,PTA FLORIDA CONGRESS,0.031573
213.067,FL,Palm Beach County,GOLDCOAST JUNIOR GOLF FOUNDATION INC,0.213067
88.291,FL,Manatee County,LAKEWOOD RANCH BAND BOOSTERS ASSOCIATION,0.088291
13707.228,FL,Indian River County,NORTH COUNTY CHARTER SCHOOL INC,13.707228
0,FL,Monroe County,SOUTHERNMOST HOMELESS ASSISTANCE LEAGUE INC,0
4370.471,FL,Miami-Dade County,ST ANNES GARDENS INC,4.370471
3737.604,FL,Miami-Dade County,MIAMI-DADE AFFORDABLE HOUSING FOUNDATION INC,3.737604
371.269,FL,Sarasota County,TREE FOUNDATION INC,0.371269
1568.472,FL,Indian River County,JOHNS ISLAND FOUNDATION INC,1.568472
187.642,FL,Palm Beach County,PTA FLORIDA CONGRESS,0.187642
1438.11,FL,Palm Beach County,TORAH TOTS ACADEMY INC,1.43811
326.434,FL,Palm Beach County,DEVELOPMENT LEARNING RESOURCES INC,0.326434
4024.812,FL,Miami-Dade County,VICTORY CENTER INC,4.024812
687.69,FL,Palm Beach County,FAIR HOUSING CENTER OF THE GREATER PALM BEACHES,0.68769
1621.321,FL,Martin County,SAILFISH POINT FOUNDATION INC,1.621321
5329.47,FL,Miami-Dade County,ST BONIFACE GARDENS INC,5.32947
185.486,FL,Miami-Dade County,FRESH START OF MIAMI DADE INC,0.185486
3608.521,FL,Lee County,ISLAND SCHOOL,3.608521
166.963,FL,Palm Beach County,ROYAL PALM BEACH SOCCER INC,0.166963
15388.466,FL,Palm Beach County,COMMUNITY CHILD CARE CENTER OF DELRAY BEACH FOUNDATION INC,15.388466
926.179,FL,Indian River County,FELLSMERE FROG LEG FESTIVAL INC,0.926179
142.81,FL,Seminole County,COMMUNITY COLLEGE BACCALAUREATE ASSOCIATION INC,0.14281
54.412,FL,Miami-Dade County,INFFINITO ART & CULTURAL FOUNDATION INC,0.054412
50.476,FL,Palm Beach County,STUDY ZONE OF SOUTH FLORIDA INC,0.050476
1246.786,FL,Martin County,EQUINE RESCUE AND ADOPTION FOUNDATION INC,1.246786
3202.399,FL,Miami-Dade County,FRIENDS OF THE MARCH OF THE LIVNG INC,3.202399
40.407,FL,Miami-Dade County,HIALEAH MIAMI SPRINGS ROTARY CHARITABLE FOUNDATION INC,0.040407
5173.608,FL,Miami-Dade County,HAITIAN NEIGHBORHOOD CENTER SANT LA INC,5.173608
462.045,FL,Palm Beach County,BRIGHT FUTURES ACADEMY CHARTER SCHOOL INC,0.462045
34.343,FL,Palm Beach County,COUDERT INSTITUTE VILLA DEI FIORI INC,0.034343
1529.51,FL,Broward County,OIC OF SOUTH FLORIDA INC,1.52951
911.615,FL,Broward County,SECOND CHANCE SOCIETY,0.911615
92.344,FL,Palm Beach County,PTA FLORIDA CONGRESS OF PARENTS AND TEACHERS,0.092344
42.205,NC,Iredell County,LAKE NORMAN HIGH SCHOOL BAND BOOSTER ASSOCIATION,0.042205
204.762,CA,Contra Costa County,SAN RAMON VALLEY EDUCATION FOUNDATION,0.204762
1031.572,TN,Shelby County,CIRCLES OF SUCCESS LEARNING ACADEMY,1.031572
21861.459,FL,Indian River County,MCKEE BOTANICAL GARDEN INC,21.861459
1183.497,CA,Los Angeles County,ANTELOPE VALLEY SHERIFFS BOOSTERS INC,1.183497
455.13,FL,Hillsborough County,LEGACY PREPARATORY ACADEMY INC,0.45513
399.027,MO,Jackson County,MO KAN 20-20 VISION INC,0.399027
410.029,ME,Cumberland County,VOLUNTEERS OF AMERICA INC,0.410029
62.387,VA,Fairfax County,UNITED FOR COLOMBIA,0.062387
205.789,MN,Carver County,WACONIA BASKETBALL ASSOCIATION INC,0.205789
445.971,NY,Queens County,SCHOOL SISTERS OF NOTRE DAME EDUCATIONAL CENTER INC,0.445971
10058.64,MD,Baltimore city,DOMINION RESOURCE CENTER INC,10.05864
811.633,AZ,Mohave County,H A V E N FAMILY RESOURCE CENTER,0.811633
226.771,NC,Wake County,ATHENS DRIVE BAND BOOSTER CLUB,0.226771
15595.378,FL,Collier County,GRACE PLACE FOR CHILDREN AND FAMILIES INC,15.595378
59.66,CA,Los Angeles County,GLENDORA HIGH SCHOOL CHORAL BOOSTERS,0.05966
384.037,CO,Denver County,BARR LAKE AND MILTON RESERVOIR WATERSHED ASSOCIATION,0.384037
202.705,IL,DuPage County,UNITED STATES BOWLING CONGRESS INC,0.202705
99.512,VA,Campbell County,CAMPBELL COUNTY PUBLIC LIBRARY FOUNDATION,0.099512
100.578,CO,Denver County,BAROQUE CHAMBER ORCHESTRA OF COLORADO,0.100578
75789.432,MI,Wayne County,COMERICA CHARITABLE TR,75.789432
681.098,AL,Jefferson County,BOOKS-A-MILLION INC ASSOCIATE ASSISTANCE FUND,0.681098
1928.948,NJ,Mercer County,AMERICAN EMBASSY SCHOOL OF LUSAKA FOUNDATION INC,1.928948
0,MD,Prince George's County,WHITE ROSE FOUNDATION INC,0
1221.786,GA,Fulton County,COMMON COURTESY INC,1.221786
140.797,VT,Rutland County,THE MENTOR CONNECTOR,0.140797
459.952,CA,Contra Costa County,SAN RAMON VALLEY EDUCATION FOUNDATION,0.459952
88.967,FL,Hillsborough County,NEWSOME BAND BOOSTERS INC,0.088967
109.253,NY,Nassau County,SEA CLIFF PARENT COMMUNITY ASSOCIATION INC,0.109253
315.201,FL,Indian River County,THE VERO BEACH ROTARY FOUNDATION INC,0.315201
68.744,PR,San Juan Municipio,ASOCIACION PUERTORRIQUENA DEL,0.068744
4252.025,PR,Ponce Municipio,PUERTO RICO CANCER AND HEALTH FOUNDATION INC,4.252025
8867.193,PR,San Juan Municipio,COLEGIO SAN JOSE MARIANIST CORP,8.867193
634783.962,PR,Aibonito Municipio,MENNONITE GENERAL HOSPITAL INC,634.783962
123.205,PR,Caguas Municipio,EL INSTITUTO DE ORIENTACION Y TERAPIA FAMILIAR,0.123205
367.909,PR,Bayamón Municipio,SOCIEDAD PUERTORRIQUENA DE,0.367909
586.887,PR,Bayamón Municipio,OBLATAS DEL SANTISIMO REDENTOR HOGAR FATIMA INC,0.586887
188.042,PR,San Juan Municipio,PARALYZED VETERANS OF AMERICA PUERTO RICO CHAPTER,0.188042
1747.913,PR,San Juan Municipio,COLEGIO SAN GABRIEL INC,1.747913
414.866,PR,Ponce Municipio,SOCIEDAD PRO NINOS SORDOS DE PUERTO RICO INC,0.414866
665.349,PR,Dorado Municipio,THE JANE STERN DORADO COMMUNITY LIBRARY INC,0.665349
24263.894,PR,Humacao Municipio,EDUCATIONAL ASSOCIATES INC HUMACAO COMMUNITY COLLEGE,24.263894
4607.616,PR,Cidra Municipio,CENTRO MARGARITA INC,4.607616
0,VI,St. Croix Island,VIRGIN ISLANDS OLYMPIC COMMITTEE INC,0
2958.876,PR,Trujillo Alto Municipio,UNIVERSIDAD TEOLOGICA DEL CARIBE IN,2.958876
826.266,PR,Ponce Municipio,CENTRO SAN FRANCISCO INC,0.826266
4069.252,PR,Arecibo Municipio,INSTITUTO PREVOCACIONAL E INDUSTRIAL DE PUERTO RICO,4.069252
39688.585,PR,Hatillo Municipio,CORP SERV MED PRIM Y PREV DE HATILLO,39.688585
106970.121,PR,Mayagüez Municipio,MIGRANT HEALTH CENTER,106.970121
32090.839,PR,Ciales Municipio,PRYMED MEDICAL CARE INC,32.090839
33241.924,PR,Camuy Municipio,CAMUY HEALTH SERVICES INC,33.241924
23027.156,PR,Patillas Municipio,CENTRO DE SERVICIOS PRIMARIOS DE SALUD DE PATILLAS INC,23.027156
7215.244,PR,Isabela Municipio,CENTRO DE ADULTOS Y NINOS CON IMPEDIMENTOS INC,7.215244
5090.693,PR,Humacao Municipio,PROGRAMA DE EDUCACION COMUNAL DE ENTREGA Y SERVICIO INC,5.090693
18563.996,PR,Carolina Municipio,BANCO DE ALIMENTOS PUERTO RICO INC,18.563996
289.125,PR,Bayamón Municipio,CENTRO NUEVOS HORIZONTES INC,0.289125
2449.897,GU,Guam,THE JAPANESE SCHOOL OF GUAM,2.449897
594.24,PR,San Germán Municipio,LIGA ATLETICA INTERUNIVERSITARIA,0.59424
274.873,PR,Caguas Municipio,ASOCIACION PUERTORIQUENA DE SERVIC Y AYUDA AL PACIENTE CON SIDA,0.274873
14587.864,PR,Morovis Municipio,MOROVIS COMMUNITY HEALTH CENTER INC,14.587864
3645.296,PR,Canóvanas Municipio,HERMANOS CARMELITAS TERESAS DE SAN JOSE INC,3.645296
16.79,PR,Carolina Municipio,FUNDACION ACCION SOCIAL EL SHADDAI,0.01679
2570.044,VI,St. Croix Island,ST CROIX ENVIRONMENTAL ASSOCIATION,2.570044
4187.238,PR,San Juan Municipio,CORPORACION DESARROLLADORA DE VIVIENDAS BDAS ISRAEL-BITUMUL INC,4.187238
2434.373,PR,San Juan Municipio,COLEGIO DE EDUCACION ESPECIAL Y REHABILITACION INTEGRAL INC,2.434373
10089.637,PR,San Juan Municipio,HABITAT FOR HUMANITY INTERNATIONAL,10.089637
400.695,VI,St. Thomas Island,RAINBOW FUND OF THE ROTARY CLUB OF ST THOMAS II INC,0.400695
244.623,PR,Quebradillas Municipio,CENTRO DE EDUCACION INTEGRAL SOLES DEL JARDIN INC,0.244623
123.26,PR,San Juan Municipio,FUNDACION NACIONAL PARA LA CULTURA POPULAR,0.12326
549.704,PR,Bayamón Municipio,HOGAR ESCUELA SOR MARIA RAFAELA,0.549704
301.812,PR,Vega Alta Municipio,CENTRO DE ORIENTACION Y ACCION SOCIAL INC,0.301812
68.425,PR,Ponce Municipio,HEAVENLY KIDS INC,0.068425
1609.711,CA,Santa Barbara County,MAASAI WILDERNESS CONSERVATION FUND,1.609711
790.401,PR,Arecibo Municipio,CORPORACION DESARROLLO ECONOMICO DE SALUD Y VIVIENDA,0.790401
1658.776,PR,Cataño Municipio,CENTRO DE ESTIMULACION INTEGRAL PARA CHICOS COMO TU INC,1.658776
2299.348,PR,Vega Alta Municipio,HOGAR MIS PRIMEROS PASOS INC,2.299348
241.878,PR,San Juan Municipio,NATIONAL TALENT ACADEMY INC,0.241878
682.783,VI,St. Croix Island,CARIBBEAN DRAG RACING ASSOCIATION INC,0.682783
71.676,PR,Vieques Municipio,OUR BIG FAT CARIBBEAN RESCUE INC,0.071676
637.18,PR,San Juan Municipio,COLABORATIVOPR INC,0.63718
373.862,PR,San Juan Municipio,FUNDACION DE MUJERES EN PUERTO RICO,0.373862
309.462,VI,St. Croix Island,ST CROIX SWIMMING ASSOCIATION,0.309462
7694.232,CA,Alameda County,DIANNE ADAIR DAY CARE CENTERS,7.694232
139.143,CA,Santa Cruz County,ECOLOGICAL FARMING ASSOCIATION,0.139143
190.729,CA,Solano County,FRIENDS OF THE FAIRFIELD SENIOR CENTER,0.190729
64.634,CA,San Joaquin County,WEST COAST REINING HORSE ASSOCIATION INC,0.064634
471.543,CA,Humboldt County,MATTOLE VALLEY RESOURCE CENTER,0.471543
713.446,CA,Lake County,HIGHLANDS SENIOR SERVICE CENTER INC,0.713446
740.694,CA,Butte County,ALTACAL AUDUBON SOCIETY INC,0.740694
4127.617,CA,Sacramento County,COMMUNITY COLLEGE FOUNDATION,4.127617
1426.548,CA,Sacramento County,KIWANIS FAMILY HOUSE,1.426548
708.824,CA,Stanislaus County,COMMUNITY SHARING CHRISTIAN CENTER INC,0.708824
153.081,CA,Plumas County,PLUMAS DISTRICT HOSPITAL VOLUNTEERS INC,0.153081
329.013,CA,Nevada County,NORTHSTAR TEAM FOUNDATION,0.329013
4828.546,CA,Amador County,HOSPICE OF AMADOR & CALAVERAS,4.828546
5156.104,CA,Butte County,NORTHERN CALIFORNIA YOUTH AND FAMILY PROGRAM,5.156104
169.495,CA,Mendocino County,MENDOCINO BALLET,0.169495
322.32,CA,Alameda County,SAN CARLOS FOUNDATION,0.32232
599.324,CA,Sonoma County,NAMI SONOMA COUNTY,0.599324
5958.797,CA,Siskiyou County,MADRONE HOSPICE INC,5.958797
51.984,CA,Sacramento County,BELLA VISTA BAND BOOSTERS,0.051984
6117.342,CA,Sacramento County,SACRAMENTO REGIONAL CONSERVATION CORPS INC,6.117342
816.127,CA,Marin County,MARIN COUNTY LIBRARY FOUNDATION,0.816127
146.242,CA,Alameda County,TRI-VALLEY REPERTORY THEATRE,0.146242
112.884,CA,Sonoma County,NORTH BAY ROWING CLUB,0.112884
757.333,CA,Humboldt County,COMMUNITY CORNERSTONE INC,0.757333
605.877,CA,Solano County,RIO VISTA CARE INC,0.605877
7669.648,CA,Butte County,3 CORE INC,7.669648
796.96,CA,Tulare County,JOHN M NELSON CONSERVANCY,0.79696
76.251,CA,Marin County,GALLERY ROUTE ONE,0.076251
673.188,CA,Glenn County,GLENN COUNTY SENIORS CENTERS,0.673188
145.927,CA,Butte County,CHICO ECONOMIC PLANNING CORPORATION,0.145927
275.08,CA,Contra Costa County,VISTA GRANDE CONTINUOUS PROGRESS ALTERNATIVES PROGRAM,0.27508
4145.61,CA,San Joaquin County,BROOKSIDE CHRISTIAN SCHOOL INC,4.14561
228.548,CA,Placer County,OAKMONT HIGH SCHOOL PARENTS CLUB INC,0.228548
2020.788,CA,Nevada County,LIVINGWELL MEDICAL CLINIC,2.020788
684.918,CA,Nevada County,HIGGINS LIONS COMMUNITY ASSOCIATION INC,0.684918
57.808,CA,Contra Costa County,PTA CALIFORNIA CONGRESS OF PARENTS TEACHERS & STUDENTS INC,0.057808
175.446,CA,Placer County,PLACER ELEMENTARY SCHOOL PARENT TEACHER CLUB INC,0.175446
546.529,CA,Calaveras County,CALAVERAS COUNTY SENIORS CENTER INC,0.546529
329.65,CA,El Dorado County,EL DORADO COUNTY SEARCH AND RESCUE COUNCIL INC,0.32965
378.443,CA,Humboldt County,FOUNDER REGION FELLOWSHIP,0.378443
921.288,CA,Marin County,BELVEDERE TIBURON HOUSING ASSOCIATION,0.921288
108.41,CA,San Joaquin County,AT THE WELL MINISTRIES INC,0.10841
878.457,CA,Marin County,MARIN BRAIN INJURY NETWORK,0.878457
2613.891,CA,Nevada County,EXCELLENCE IN EDUCATION FOUNDATION,2.613891
370.331,CA,Contra Costa County,TERRAPINS SWIM TEAM,0.370331
0.001,CA,Solano County,HUMANE ANIMAL SERVICES INC,1.00E-06
1468.329,CA,Calaveras County,MURPHYS VOLUNTEER LIBRARY INC,1.468329
412.821,CA,Contra Costa County,SEQUOIA PARENTS ASSOCIATION,0.412821
3140.239,CA,Sacramento County,CENTRAL CALIFORNIA APPELLATE PROGRAM,3.140239
194.533,CA,Yolo County,WOODLAND GYMNASTIC INC,0.194533
3322.93,CA,Sacramento County,SHALOM SCHOOL,3.32293
278.218,CA,Sierra County,SIERRA COUNTY CHILD ABUSE COUNCIL,0.278218
348.56,CA,Sacramento County,AMYOTROPHIC LATERAL SCLEROSIS ASSOCIATION,0.34856
1170.856,CA,Siskiyou County,HABITAT FOR HUMANITY INTERNATIONAL INC,1.170856
14.139,CA,Orange County,VOCAL MUSIC PARENTS ASSOCIATION OF FOUNTAIN VALLEY H S,0.014139
456.358,CA,Yolo County,DAVIS COMMUNITY TELEVISION,0.456358
143.371,CA,Sierra County,TODDLER TOWERS CORPORATION,0.143371
10450.926,CA,Sacramento County,WESTERN IDENTIFICATION NETWORK,10.450926
355.792,CA,Butte County,PROMOTION OF ANIMAL WELFARE SOCIETY,0.355792
5721.333,CA,Sonoma County,SANTA ROSA HIGH SCHOOL FOUNDATION,5.721333
1602.75,CA,Marin County,WEST MARIN COMMUNITY SERVICES,1.60275
158.653,CA,El Dorado County,OAK RIDGE HIGH SCHOOL MUSIC BOOSTERS,0.158653
1401.282,CA,Placer County,HABITAT FOR HUMANITY INTERNATIONAL INC,1.401282
458.998,CA,Sacramento County,LEONARDO DA VINCI PARENT TEACHER COUNCIL,0.458998
225.531,CA,Sacramento County,RIVER CITY THEATRE COMPANY,0.225531
2248.14,CA,Sonoma County,ROTARY CLUB OF SANTA ROSA FOUNDATION,2.24814
813.543,CA,San Joaquin County,RIPON VOLUNTEER FIREMANS ASSOCIATION,0.813543
94551.753,CA,Placer County,PLACER LAND TR,94.551753
57.708,CA,Placer County,PTA CALIFORNIA CONGRESS OF PARENTS TEACHERS & STUDENTS INC,0.057708
507.523,CA,Contra Costa County,MIRAMONTE HIGH SCHOOL PARENTS CLUB INC,0.507523
79.088,CA,Contra Costa County,SAN RAMON VALLEY EDUCATION FOUNDATION,0.079088
4005.496,CA,Marin County,ROTARY HOUSING CORPORATION,4.005496
2157.33,CA,Siskiyou County,SISKIYOU LAND TRUST,2.15733
1532.775,CA,Humboldt County,COURT APPOINTED SPECIAL ADVOCATE OF HUMBOLDT,1.532775
484.101,CA,Contra Costa County,SAN RAMON VALLEY EDUCATION FOUNDATION,0.484101
605.075,CA,Sacramento County,REBUILDING TOGETHER SACRAMENTO,0.605075
1215.722,CA,Mendocino County,HOSPICE OF UKIAH INC,1.215722
80.554,CA,Sacramento County,GALT YOUTH BASEBALL ORGANIZATION,0.080554
2668.716,CA,Solano County,LIONS IN SIGHT OF CALIFORNIA AND NEVADA,2.668716
1511.964,CA,Sacramento County,COURT APPOINTED SPECIAL ADVOCATES OF SACRAMENTO COUNTY,1.511964
1674.978,CA,Placer County,GRANITE BAY MONTESSORI,1.674978
2896.319,CA,Stanislaus County,AGSAFE,2.896319
608.949,CA,Contra Costa County,MONTE VISTA ACADEMIC BOOSTERS,0.608949
25.462,CA,Los Angeles County,PRINCE HALL MEMORIAL EDUCATION & SCHOLARSHIP FUND,0.025462
7123.271,CA,Mendocino County,GRACE HUDSON MUSEUM ENDOWMENT FUND INC,7.123271
749.91,CA,Yolo County,WOODLAND ROTARY ENDOWMENT,0.74991
1791.731,CA,Yolo County,FRIENDS OF ALLIED NON-PROFITS,1.791731
